name_title,description
Stylus™ Pleated Tassel Tank Top,"Fit with dangling tassels at the pleated neckline, our Stylus tank top has a flowy feel and serious style. roundneck drawstring tassels at neckline pleats around neckline approx. 29¼-30½"" length polyester washable imported"
Levi's® 513™ Slim Straight Stretch Jeans,"Cut straight through the legs with a long, lean look, these slim straight jeans gives you classic Levi's style with a modern fit.   sits below waist button and zipper closures 5-pocket styling straight leg, 15¾"" opening slim fit bowman lake: cotton/polyester all other colors: cotton/elastane washable imported "
"Heys® FVT Cities 26"" Hardside Spinner Luggage","Uniquely designed to celebrate an iconic city, this luggage is incredibly lightweight and offers ample storage space. durable hardside design expandable by 2"" lightweight aluminum internal handle system built-in TSA lock 2 big interior compartments and 3 zipper pockets spinner wheels corner guards on bottom polycarbonate composite/polyester 17x11½x26""H imported"
St. John’s Bay® Karma Wedge Mary Janes,"Your unique style shines bright with our colorful and comfortable clogs by St. John’s Bay. elastic upper with webbing 2½"" heel slip-on entry flocked rubber sole  "
Alfred Dunner® Port Antonio Short-Sleeve Printed Top,"Add some pizzazz to your wardrobe with our printed top featuring a modern design and pretty neckline embellishments.  crewneck short sleeves 100% cotton machine wash, line dry imported"
Angel Beach 2-pc. Aztec Print Swimsuit - Girls 7-16,"She’ll make a sunny-day splash in this high-neck swim top and coordinating swim bottoms. includes top and bottom top: high neck with mesh bottoms: briefs with neon ruched fabric on the sides nylon/spandex machine wash, dry flat imported  "
Arizona Colorblock Push-Up Bandeau Swim Top - Juniors,"Our Arizona bandeau swim top gives you all the cute style you want for fun in the sand and surf. removable straps push up molded cup underwire black tape trim nylon/spandex hand wash, line dry imported"
Mixit™ Green Shamrock Teardrop Earrings,Celebrate St. Patrick’s Day with these shamrock teardrop earrings.   Metal: Silver-tone metal Stones: White and green acrylic teardrop stones Back: Wire Dimensions: 2” long   Jewelry photos are enlarged to show detail. 
Manhasset Trombonist Music Stand,"Durable and portable, this trombonist music stand is ideal. It can be adjusted up to 72"" and the top slides left and right to accommodate standing trombonists.   sliding top to accommodate trombonist vertical extension from 38"" to 60"" metal alloy 72.5x23x18"" made in America"
Laguna Outdoor Grills Outdoor Fantastic Fish Fryer,"Have your own delicious fish fry with up to 80 of your friends and family at one time when you have this outdoor fryer from Laguna Grills. solid stainless steel construction impressive 5-gallon capacity unique heating element ensures consistent 325-345°F oil below element collects food particles at 98°F to prevent burning and waste includes: 2 stainless steel baskets, CSA approved hose and regulator simply add your own propane source 36x33x46""H; weighs 64 lbs. drain oil before cleaning with soap and water; hand wash baskets imported"
Arizona Short-Sleeve Fave Solid Tee - Girls 7-16,Our short-sleeve fave tee is an everyday essential that every girl wants in her wardrobe.  short sleeves cotton/polyester washable imported
Shiseido Radiant Lifting Foundation Broad Spectrum SPF 17,"What it is:An antiaging foundation with innovative light technology to eliminate shadows and give skin a radiant, youthful glow.What it does:Revive your skin with light. Radiance Reflecting Powder provides a soft-focus effect and luminosity for a more youthful, lifted appearance for up to 12 hours and a rich moisturizing effect for up to 24 hours.What else you need to know:Smooth wrap oil, hydroxyproline, and rose apple leaf extract provide abundant moisture to help counteract the appearance of wrinkles and firm the look of skin. Size1.2 oz"
IZOD® Short-Sleeve Solid Interlock Polo,Our comfortable cotton polo provides a timeless everyday look that works in any wardrobe. spread collar 3-button placket short sleeves side vents 100% cotton washable imported
Eighty Eight Sleeveless Fleece Hoodie,This graphic fleece hoodie from Eighty Eight features a sleeveless look that's made for layering in cooler weather. drawstring hood kangaroo pocket polyester/rayon/spandex washable made in America
Cultured Freshwater Pearl & Genuine Onyx Bracelet,"Sparkling elegance. One eye-catching cultured freshwater pearl is showcased in the center, flanked by genuine black onyx beads for an elegant contrast.   Metal: Rhodium-plated sterling silver Pearl Type: Cultured freshwater pearl Pearl Colors: White Pearl Size: 7½-8mm Other Stones: Genuine black onyx beads Closure: Lobster clasp Length: 7½"" Gemstones may be treated and may require special care. Jewelry photos are enlarged to show detail.  "
Stylus™ Twill Crossover Ankle Pants - Tall,"You’ll find so many ways to wear our twill cropped pants—dressed up or down, to the office or on the weekend—you might want more than one pair. button-and-zip closure 2 front and 2 back pockets 27⅕"" inseam micro-sanded stretch twill cotton/spandex washable imported"
Top Chef® 2-pc. Stainless Steel Carving Set,"Like those used on Bravo's popular “Top Chef” program, this officially licensed carving set will have you grilling like the pros.   ice-tempured stainless steel blade with precision sharpened cutting edge hollow ground keeps food from sticking to the knife full steel handle with seamless bonded and polished bolsters and nonslip surface laser etched ""Top Chef"" logo on each knife fork measures 11.8x.6x1” 8” carving knife Stainless steel. Imported."
Worthington® Long-Sleeve Grommet Layered Sweater,"Style takes center stage with our Worthington sweater with bold grommet details and a layered chiffon hem.   crewneck long sleeves approx. 27½"" length cotton/rayon chiffon hem: polyester machine wash, dry flat imported  "
Samsung ENERGY STAR® 24.7 cu. ft. Side-by-Side Refrigerator With Food Showcase Design,"true Keep family favorites organized and easily accessible with the Food Showcase feature on this 24.7 cu. ft. refrigerator. The exterior showcase provides instant access to drinks and condiments in the door while the extra large capacity of the inner case allows you to store nearly 25 bags of groceries. ENERGY STAR® qualified tall, in-door filtered water and ice dispenser accommodates larger glasses and pitchers for added convenience the automatic in-door ice maker produces up to 4.2 pounds of ice daily while maximizing freezer space external ice blue digital display allows you to control settings at the touch of a button Samsung’s Twin Cooling System® keeps humidity at optimum levels in the refrigerator for fresher fruits and vegetables and dry freezer conditions for less freezer burn and better tasting frozen foods Metal Cooling stainless steel paneling helps maintain consistent temperatures Power Freeze and Power Cool buttons drop the internal temperature quickly in each compartment to fast chill or freeze your favorite food and drinks equipped with 4 shelves, 3 crisper drawers and 5 door bins in the refrigerator and 4 shelves, 2 drawers and 3 door bins in the freezer for maximum storage and organization the Food Showcase design provides easy access to family favorites such as drinks and condiments in the door 24.7 cu. ft. total capacity LED tower lighting gently illuminates every corner of the interior while saving space and energy alarm alerts you when door is left open 2-door refrigerator has one fresh food door with Food Showcase feature and one freezer door"
Fagor® Splendid 10-qt. Pressure Cooker,"Cook rice in 5 minutes or chicken in 15 minutes with this 10-quart pressure cooker, which preserves the nutrients often lost in conventional cooking.   energy-saving design saves up to 70% of cooking time over traditional methods exclusive triple safety system prevents opening before all pressure is released spring-type mechanism with one pressure setting: high (15psi) automatic pressure release system and visual pressure indicator 18/10 stainless steel with aluminum sandwich bottom for fast and even heat distribution works on all domestic cooking surfaces, including gas, electric, ceramic and induction use to can fresh vegetables and fruit includes instruction manual and recipe book Measures 12x18x11½"". Dishwasher-safe. Imported.    "
INK+IVY Sierra Printed Cotton Shower Curtain,"Printed on 200 thread-count cotton, this shower curtain mixes a soft color palette with a geometric triangle design for an eye-catching component to your bathroom. shower curtain liner is recommended 72x72""H 100% cotton washable imported"
Jockey® 2-pk. Sport Midways,"Light, stretchy midway briefs offer real performance for the real events of your life, from work to working out.   elastic waist H-fly for no-gap support moisture wicking mesh panels for enhanced cooling odor control polyester/spandex washable imported"
Long-Sleeve Christmas Sweatshirt,Our amusing holiday sweatshirt gives you one more reason to look forward to the Christmas season. cotton/polyester washable imported
Footnotes® Sterling Silver Moon & Star Pendant Necklace,"For that special person who puts the twinkle in your eye, this sterling silver moon and star pendant features a sweet saying that expresses your love: ""I love you to the moon & back"".   Metal: Sterling silver Metal Color: White Closure: Spring ring Length: 18"" Forzatina chain Pendant Size: .59x.85"" Jewelry photos are enlarged to show detail. "
a.n.a® Long-Sleeve Modal-Blend Essential T-Shirt - Plus,"Our soft, Modal-blend crewneck T-shirt is an everyday essential that easily dresses up or down for 7-day-a-week versatility. coverstitched shoulder detail approx. 28"" - 29¼"" length jersey knit cotton/Modal®/spandex washable imported"
